#
Voornaam
Achternaam
Team
Prijs
Etappe
Geel
Groen
Bolletjes
Totaal
RoR
Stop
# actief
# reserve
165	Kevin	Vermaerke	Team DSM	2.5M	0	0	0	0	0	0.0	8	0	0
166	Maciej	Bodnar	TotalEnergies	2.5M	0	0	0	0	0	0.0		1	3
167	Daniel	Oss	TotalEnergies	2.6M	0	0	0	0	0	0.0	5	1	0
168	Anthony	Turgis	TotalEnergies	3.1M	0	0	0	0	0	0.0		5	0
169	Tony	Gallopin	Trek - Segafredo	2.6M	0	0	0	0	0	0.0		1	0
170	Alex	Kirsch	Trek - Segafredo	2.5M	0	0	0	0	0	0.0	6	1	1
171	Toms	Skujins	Trek - Segafredo	2.5M	0	0	0	0	0	0.0		4	5
172	George	Bennett	UAE Team Emirates	3.6M	0	0	0	0	0	0.0	9	4	0
173	Vegard Stake	Laengen	UAE Team Emirates	2.5M	0	0	0	0	0	0.0	7	1	0
174	Owain	Doull	EF Education-EasyPost	3.2M	0	0	0	0	0	0.0		0	0
175	Albert	Torres	Movistar Team	3.1M	0	0	0	0	0	0.0		1	0
176	Marc	Hirschi	UAE Team Emirates	5.1M	0	0	0	0	0	0.0		2	0
