#
Voornaam
Achternaam
Team
Prijs
Etappe
Roze
Paars
Blauw
Totaal
RoR
Stop
# actief
# reserve
59	Ethan	Hayter	Soudal Quick-Step	4.8M	39	0	0	0	39	8.1		3	0
60	Alessandro	Tonelli	Team Polti VisitMalta	2.5M	0	0	31	8	39	15.6		1	1
61	Brandon Smith	Rivera	INEOS Grenadiers	2.5M	38	0	0	0	38	15.2	13	0	0
62	Wilco	Kelderman	Team Visma | Lease a Bike	3.5M	37	0	0	0	37	10.6		1	0
63	Martin	Marcellusi	VF Group – Bardiani CSF – Faizanè	2.6M	37	0	0	0	37	14.2		1	0
64	Enrico	Zanoncello	VF Group – Bardiani CSF – Faizanè	3.1M	37	0	0	0	37	11.9		6	0
65	Francesco	Busatto	Intermarché – Wanty	2.5M	31	5	0	0	36	14.4		2	4
66	Nico	Denz	Red Bull – BORA – hansgrohe	2.6M	35	0	0	0	35	13.5		0	0
67	Mattia	Cattaneo	Soudal Quick-Step	3.5M	35	0	0	0	35	10.0		1	0
68	Alessandro	Verre	Arkéa – B&B Hotels	2.5M	30	0	0	4	34	13.6		0	0
69	Luca	Mozzato	Arkéa – B&B Hotels	3.7M	32	0	0	0	32	8.6		6	0
70	Matevz	Govekar	Bahrain – Victorious	3.7M	32	0	0	0	32	8.6		2	0
71	Thymen	Arensman	INEOS Grenadiers	11.1M	32	0	0	0	32	2.9		14	0
72	Paul	Double	Team Jayco AlUla	2.5M	8	0	0	23	31	12.4		2	2
73	Sylvain	Moniquet	Cofidis	2.6M	3	0	0	27	30	11.5		0	0
74	Filippo	Magli	VF Group – Bardiani CSF – Faizanè	2.5M	30	0	0	0	30	12.0		0	0
75	Dries	De Bondt	Decathlon AG2R La Mondiale Team	2.5M	19	0	10	0	29	11.6		2	2
76	Louis	Meintjes	Intermarché – Wanty	5.5M	12	16	0	0	28	5.1		0	11
77	Davide	De Pretto	Team Jayco AlUla	2.6M	28	0	0	0	28	10.8		2	0
78	Dorian	Godon	Decathlon AG2R La Mondiale Team	3.2M	25	0	0	0	25	7.8		6	0
